,TractFIPS,ARTHRITIS,BPHIGH,CANCER,CASTHMA,CHD,COPD,DIABETES,HIGHCHOL,KIDNEY,OBESITY,STROKE,BINGE,CSMOKING,LPA,SLEEP,MHLTH,PHLTH,ACCESS2,CHECKUP,CHOLSCREEN,DENTAL,City,Year
133,06037119400.0,15.7,23.8,4.4,8.2,4.4,4.6,10.9,30.8,2.6,27.3,2.5,18.5,12.4,24.4,36.5,13.6,13.0,23.9,67.6,83.0,58.4,Los Angeles,2020
134,06037119700.0,18.3,25.2,5.6,7.7,5.0,4.8,11.1,32.8,2.7,23.2,2.7,16.7,10.9,20.8,35.1,11.5,11.7,15.0,71.4,87.1,65.4,Los Angeles,2020
135,06037119800.0,14.9,22.4,4.4,7.7,4.0,3.9,10.1,29.8,2.4,25.6,2.3,18.7,11.0,22.2,35.6,12.3,11.5,21.0,68.3,84.8,62.3,Los Angeles,2020
136,06037119900.0,16.3,24.1,4.6,7.8,4.5,4.5,11.1,31.4,2.6,24.5,2.5,16.9,11.8,23.2,36.5,12.4,12.2,19.2,69.5,85.1,60.9,Los Angeles,2020
137,06037120010.0,16.7,24.0,4.0,8.7,4.9,5.3,12.2,30.6,2.9,30.0,2.8,17.2,14.9,27.2,38.5,15.4,15.1,25.1,67.4,82.4,52.5,Los Angeles,2020
138,06037120020.0,17.0,26.4,3.5,9.3,5.5,6.1,13.9,32.0,3.2,31.8,3.2,15.9,17.6,31.7,40.6,17.6,17.6,27.9,66.8,78.8,44.8,Los Angeles,2020
139,06037120030.0,15.3,23.4,3.1,9.6,4.7,5.7,12.7,29.4,3.0,34.2,2.8,17.4,18.6,33.2,40.6,19.0,17.9,33.8,64.2,77.6,42.4,Los Angeles,2020
140,06037120103.0,14.7,23.3,2.7,10.0,4.6,6.1,12.4,28.0,3.0,36.5,2.9,17.6,21.4,35.0,41.9,20.5,18.9,37.1,62.7,74.7,37.1,Los Angeles,2020
141,06037120104.0,15.3,24.2,3.5,8.8,4.4,5.1,11.4,29.7,2.7,29.2,2.7,17.4,15.9,26.6,39.7,15.6,14.4,23.8,66.8,80.2,51.1,Los Angeles,2020
142,06037120105.0,21.2,29.9,5.0,9.1,7.2,7.3,16.1,35.3,3.9,31.0,4.1,14.6,16.5,32.0,39.0,16.2,18.2,27.0,69.5,82.2,47.0,Los Angeles,2020
143,06037120106.0,18.3,26.1,3.6,9.9,6.4,7.5,15.5,31.5,3.7,34.0,3.8,15.1,21.3,36.4,42.0,19.7,20.4,33.6,65.8,78.0,37.6,Los Angeles,2020
144,06037120107.0,17.2,25.2,3.4,10.2,5.7,7.2,13.6,30.1,3.4,35.3,3.5,16.5,21.4,35.9,41.8,20.8,20.1,36.1,64.2,76.1,37.3,Los Angeles,2020
145,06037120108.0,17.3,25.8,3.8,9.6,5.5,6.4,13.5,31.1,3.3,33.4,3.3,16.6,18.2,32.2,40.1,18.1,17.8,30.6,66.2,79.2,44.3,Los Angeles,2020
146,06037120300.0,16.7,23.9,4.6,8.0,4.5,4.7,11.1,31.3,2.6,25.2,2.6,17.2,12.5,23.4,36.6,12.7,12.5,19.4,69.2,84.9,60.2,Los Angeles,2020
147,06037120400.0,17.2,25.4,4.9,8.0,4.7,4.8,11.0,31.9,2.6,25.1,2.7,17.0,12.1,22.7,36.7,12.8,12.3,18.1,69.9,84.1,60.9,Los Angeles,2020
148,06037121010.0,18.2,25.5,5.1,8.4,5.2,5.4,11.4,32.5,2.9,26.7,2.9,17.6,12.9,23.3,35.8,13.5,13.4,19.1,69.4,84.5,60.0,Los Angeles,2020
149,06037121020.0,16.8,23.1,4.8,8.4,4.6,5.0,10.0,30.1,2.6,26.4,2.6,18.9,13.0,22.1,36.5,13.9,12.7,18.4,68.4,83.8,60.9,Los Angeles,2020
150,06037121101.0,16.7,24.4,4.2,8.7,4.7,5.4,11.6,31.1,2.8,28.8,2.7,18.0,14.9,25.3,37.8,14.9,14.2,22.4,67.5,82.2,55.0,Los Angeles,2020
151,06037121102.0,21.0,27.4,5.5,9.4,6.4,7.2,12.8,34.0,3.3,29.2,3.5,17.1,16.0,26.0,36.9,15.8,16.2,20.8,69.2,83.8,54.8,Los Angeles,2020
152,06037121210.0,17.0,26.2,4.9,7.9,4.9,4.8,11.9,33.3,2.8,25.2,2.7,17.1,12.0,24.3,35.8,12.6,12.8,21.5,69.4,84.3,59.7,Los Angeles,2020
153,06037121221.0,16.7,24.9,4.4,8.5,4.9,5.1,12.0,31.6,2.9,28.8,2.8,17.7,13.4,26.2,36.7,14.4,14.2,25.0,67.8,82.9,55.5,Los Angeles,2020
154,06037121222.0,16.0,23.9,3.6,9.4,4.8,5.6,12.3,29.8,3.0,32.3,2.9,17.5,16.8,30.3,39.6,17.6,16.5,29.5,65.9,79.4,47.0,Los Angeles,2020
155,06037121600.0,18.3,24.9,5.9,7.7,5.0,4.7,10.2,32.1,2.6,22.2,2.7,17.4,10.9,19.1,34.8,11.3,11.1,12.8,71.4,86.9,67.0,Los Angeles,2020
156,06037121801.0,15.9,24.1,3.6,9.3,4.7,5.5,11.6,29.8,2.9,31.8,2.8,18.0,16.6,27.6,39.1,16.9,15.5,25.7,66.2,79.6,49.4,Los Angeles,2020
157,06037121802.0,18.8,26.8,4.7,8.9,5.6,6.0,13.0,32.4,3.1,30.9,3.2,17.3,15.3,26.4,38.6,15.2,15.3,21.9,69.0,83.6,54.0,Los Angeles,2020
158,06037121900.0,17.6,25.4,4.5,8.8,5.2,5.6,12.5,32.0,3.0,29.7,3.0,17.6,14.6,27.4,37.3,15.2,15.2,25.2,67.7,82.6,53.5,Los Angeles,2020
159,06037122000.0,19.6,25.8,5.8,8.5,5.3,5.8,10.9,33.1,2.7,24.0,2.9,17.5,13.2,21.7,35.8,13.3,12.9,14.9,70.5,85.5,62.9,Los Angeles,2020
160,06037122120.0,16.2,24.5,4.2,8.5,4.7,4.8,11.7,31.1,2.8,29.5,2.7,18.2,13.4,26.1,37.2,14.4,13.9,25.2,67.4,82.5,55.4,Los Angeles,2020
161,06037122121.0,16.7,23.7,4.2,8.6,4.9,5.2,12.1,30.6,2.9,29.5,2.8,17.9,14.1,26.2,37.8,14.8,14.4,24.5,67.5,83.3,54.5,Los Angeles,2020
162,06037122122.0,17.6,25.7,4.1,9.6,5.2,6.2,12.6,31.4,3.1,32.5,3.1,17.9,17.2,29.8,39.1,17.3,16.8,28.8,66.4,80.6,48.4,Los Angeles,2020
163,06037122200.0,15.6,23.2,4.1,8.5,4.5,4.7,11.1,29.9,2.7,29.4,2.5,18.8,13.3,25.4,36.9,14.6,13.8,25.5,66.9,82.6,56.0,Los Angeles,2020
164,06037122410.0,18.1,27.5,4.1,9.6,6.1,6.6,14.0,32.3,3.6,33.5,3.6,16.9,17.4,31.2,39.4,18.0,17.9,30.0,66.7,78.4,44.9,Los Angeles,2020
165,06037122420.0,16.0,24.3,4.0,8.7,4.7,5.1,11.5,30.3,2.8,29.7,2.7,18.2,14.6,26.4,37.9,15.2,14.4,25.4,66.9,81.2,53.3,Los Angeles,2020
166,06037123010.0,17.6,25.6,3.7,9.6,5.8,6.5,14.3,31.3,3.5,35.5,3.4,16.7,18.6,33.3,40.3,18.7,18.8,32.3,65.8,78.9,42.5,Los Angeles,2020
167,06037123020.0,16.4,24.9,4.1,8.9,5.0,5.3,12.4,31.4,3.0,30.8,2.8,17.8,14.8,28.2,37.8,15.7,15.2,28.4,66.6,81.1,51.6,Los Angeles,2020
168,06037123103.0,16.4,23.1,4.4,8.7,4.3,5.0,9.8,29.7,2.5,27.9,2.5,18.9,13.9,22.3,36.8,14.3,12.8,19.1,67.7,83.1,59.3,Los Angeles,2020
169,06037123104.0,19.1,26.6,4.9,9.0,5.5,6.0,12.1,32.5,3.1,30.4,3.1,17.6,15.1,25.0,37.7,15.0,14.9,20.2,68.9,82.7,55.6,Los Angeles,2020
170,06037123203.0,16.1,24.7,3.6,9.5,4.7,5.6,11.8,30.1,2.9,32.7,2.8,18.1,17.0,28.7,39.7,17.4,16.1,27.4,65.9,79.1,48.5,Los Angeles,2020
171,06037123204.0,16.3,24.3,3.9,9.3,4.7,5.6,11.2,29.9,2.9,31.8,2.8,18.5,16.1,26.6,38.9,17.0,15.5,24.9,66.3,80.0,51.2,Los Angeles,2020
172,06037123205.0,15.3,23.2,3.7,8.9,4.3,5.1,10.7,29.4,2.6,30.7,2.5,19.0,15.3,26.3,38.2,15.9,14.6,26.2,65.7,80.6,52.8,Los Angeles,2020
173,06037123206.0,18.6,27.4,4.4,9.5,5.6,6.3,13.8,33.1,3.4,32.5,3.3,16.6,16.1,30.2,38.4,16.7,17.0,28.3,67.6,81.1,49.1,Los Angeles,2020
174,06037123301.0,16.9,23.4,4.4,8.3,4.6,4.9,11.2,30.7,2.6,24.9,2.6,17.0,13.6,22.7,38.0,13.7,12.8,16.7,69.5,84.6,59.1,Los Angeles,2020
175,06037123303.0,18.3,25.4,4.6,9.1,5.1,5.9,11.5,31.7,2.9,29.5,2.9,17.7,14.9,24.6,37.7,15.4,14.6,19.8,68.5,82.4,55.9,Los Angeles,2020
176,06037123304.0,23.3,29.0,6.6,9.3,6.9,7.3,13.1,34.6,3.6,29.8,3.8,16.2,14.0,24.1,36.3,14.7,15.8,17.2,71.7,85.5,58.2,Los Angeles,2020
177,06037123410.0,19.8,26.9,5.1,9.6,5.8,6.8,11.9,32.9,3.1,29.3,3.3,17.5,16.1,26.0,37.5,16.2,15.6,21.1,68.6,81.7,54.3,Los Angeles,2020
178,06037123420.0,19.7,26.2,4.9,9.5,5.7,6.8,12.1,32.2,3.1,30.7,3.3,17.4,16.8,26.1,38.3,16.5,16.0,20.4,68.3,82.2,53.1,Los Angeles,2020
179,06037123510.0,21.5,28.0,5.9,9.3,6.4,7.1,12.4,33.7,3.3,28.7,3.6,17.0,15.3,25.0,37.0,15.3,15.6,18.8,70.0,83.9,56.3,Los Angeles,2020
180,06037123520.0,18.6,24.7,5.3,8.7,5.0,5.5,10.3,31.4,2.7,27.5,2.8,18.5,13.1,21.3,35.5,13.8,13.1,16.4,69.5,84.8,62.2,Los Angeles,2020
181,06037123601.0,21.5,25.9,6.3,9.3,5.9,6.7,10.6,32.5,3.0,27.1,3.3,18.1,14.3,21.3,35.5,14.5,14.0,14.2,70.6,85.7,62.0,Los Angeles,2020
182,06037123602.0,20.5,25.8,6.2,8.9,5.4,6.0,10.0,32.6,2.8,26.0,3.0,18.1,13.0,20.0,34.9,13.3,12.9,13.5,70.9,86.7,64.9,Los Angeles,2020
183,06037123700.0,20.8,26.6,6.2,9.1,5.5,6.3,10.3,33.2,2.8,25.8,3.1,18.4,14.3,20.8,35.6,14.0,13.4,13.5,70.6,85.4,63.2,Los Angeles,2020
184,06037123800.0,19.8,24.9,5.8,9.1,5.1,5.8,9.4,31.3,2.7,26.7,2.8,19.1,13.6,18.7,35.6,14.0,12.7,11.8,70.1,85.4,64.8,Los Angeles,2020
185,06037123901.0,19.0,25.0,4.8,9.4,5.2,6.3,11.3,31.3,2.9,29.8,3.0,18.1,15.8,24.3,37.7,15.8,15.1,19.3,68.5,83.4,56.1,Los Angeles,2020
186,06037123902.0,17.0,22.4,5.1,8.3,4.1,4.4,8.4,29.3,2.3,25.2,2.3,19.6,11.6,16.5,35.3,12.5,10.7,10.5,69.8,85.7,67.8,Los Angeles,2020
187,06037124000.0,19.8,23.7,7.1,8.3,4.6,4.7,7.7,31.6,2.4,22.6,2.4,19.6,9.6,13.6,31.7,10.7,9.6,7.2,72.4,89.3,75.4,Los Angeles,2020
188,06037124102.0,17.4,24.2,4.5,9.1,4.7,5.7,10.1,30.2,2.7,29.3,2.8,18.9,15.5,22.8,37.7,15.3,14.0,18.0,67.7,82.6,57.3,Los Angeles,2020
189,06037124103.0,17.1,24.6,4.2,9.2,4.9,5.8,11.5,31.0,2.9,30.2,2.8,18.5,15.7,26.1,37.9,16.1,15.1,24.4,66.9,81.3,53.4,Los Angeles,2020
190,06037124104.0,17.2,24.0,4.6,9.1,4.8,5.5,10.1,29.5,2.7,29.3,2.8,19.2,14.9,23.0,37.7,15.2,13.6,19.7,67.9,82.7,57.2,Los Angeles,2020
191,06037124105.0,16.6,23.8,4.3,8.9,4.4,5.2,9.8,29.9,2.6,29.4,2.5,19.3,14.5,22.2,37.3,14.9,13.1,18.5,67.7,82.1,58.3,Los Angeles,2020
192,06037124201.0,17.7,24.0,5.1,8.6,4.8,5.3,10.3,30.8,2.6,26.9,2.7,19.2,13.6,22.0,36.2,13.8,12.8,18.8,68.6,85.1,61.1,Los Angeles,2020
193,06037124203.0,15.6,22.7,3.9,8.8,4.3,4.9,10.4,29.0,2.6,30.1,2.5,19.0,14.5,24.6,37.7,15.3,13.7,22.7,66.8,81.7,55.6,Los Angeles,2020
194,06037124204.0,14.6,23.9,3.7,9.0,3.8,4.6,9.2,29.4,2.4,28.6,2.3,19.9,14.3,21.9,37.5,15.3,12.7,18.9,66.7,80.2,58.5,Los Angeles,2020
195,06037124300.0,17.8,24.1,4.6,8.9,5.0,5.5,11.5,30.8,2.9,30.1,2.8,18.3,14.4,24.1,37.4,14.9,14.4,20.4,68.3,83.6,57.0,Los Angeles,2020
196,06037124400.0,19.5,24.2,6.4,8.6,4.7,5.1,8.2,31.2,2.5,24.0,2.6,19.9,11.5,16.2,33.5,12.3,10.9,9.6,71.0,86.8,70.6,Los Angeles,2020
197,06037124500.0,20.3,25.3,6.6,8.4,4.8,5.1,8.8,32.4,2.5,24.6,2.6,19.1,11.2,16.3,34.1,11.8,11.1,9.1,71.9,87.8,71.1,Los Angeles,2020
198,06037124600.0,19.2,23.6,6.6,8.2,4.4,4.5,7.9,31.3,2.3,23.0,2.4,19.2,10.0,14.5,32.7,11.0,9.8,7.6,72.1,88.4,73.8,Los Angeles,2020
199,06037124700.0,19.3,23.4,6.7,8.4,4.5,4.6,7.6,31.0,2.4,22.8,2.4,19.6,10.0,14.1,32.4,11.3,10.0,7.6,71.8,88.1,73.9,Los Angeles,2020
200,06037124902.0,22.5,27.2,6.8,9.2,6.4,6.5,10.7,32.6,3.2,27.1,3.5,17.3,13.6,20.3,35.6,14.1,13.8,11.8,71.8,85.9,62.4,Los Angeles,2020
201,06037124903.0,18.5,23.2,5.8,9.0,4.4,5.1,8.1,29.6,2.4,25.0,2.5,20.7,13.1,17.0,35.2,13.6,11.2,10.5,69.6,85.3,67.3,Los Angeles,2020
202,06037125100.0,17.8,22.8,5.4,8.8,4.1,4.8,7.8,29.6,2.3,25.6,2.3,20.4,12.5,15.8,35.0,12.9,10.9,9.4,69.7,85.8,68.6,Los Angeles,2020
203,06037125200.0,16.8,22.3,5.0,8.6,4.1,4.7,8.2,29.1,2.3,26.1,2.3,20.4,12.8,17.1,35.4,13.2,11.1,11.4,68.9,85.1,66.7,Los Angeles,2020
204,06037125310.0,15.3,21.4,4.3,8.8,3.9,4.6,8.2,27.3,2.3,27.0,2.3,20.4,13.5,19.3,36.5,14.4,11.7,15.4,67.6,82.6,61.9,Los Angeles,2020
205,06037125320.0,15.2,21.2,4.2,9.1,4.0,4.6,8.3,26.3,2.4,26.9,2.3,19.9,14.1,19.3,37.7,15.3,11.8,14.0,67.8,81.5,60.0,Los Angeles,2020
206,06037125401.0,11.5,17.1,3.7,8.2,2.6,2.9,5.4,22.2,1.7,23.5,1.5,23.2,10.4,13.1,35.1,12.4,8.0,9.6,67.1,83.4,69.8,Los Angeles,2020
207,06037125402.0,14.5,19.7,4.5,8.5,3.1,3.7,6.4,26.0,1.9,24.4,1.8,22.5,11.7,13.9,35.5,12.6,9.2,9.1,68.1,85.1,70.3,Los Angeles,2020
208,06037125501.0,15.9,22.8,4.6,8.6,3.8,4.4,7.7,29.0,2.1,25.8,2.1,21.1,12.8,16.6,35.8,13.3,10.8,11.2,68.3,82.9,66.3,Los Angeles,2020
209,06037125502.0,13.9,18.9,4.5,8.2,3.0,3.5,5.9,25.8,1.8,23.1,1.7,22.5,10.7,13.0,34.4,11.8,8.7,8.1,68.1,85.3,72.3,Los Angeles,2020
210,06037125600.0,21.0,26.0,7.1,8.3,5.1,5.0,8.7,33.2,2.6,23.9,2.7,18.6,10.4,15.4,32.8,11.2,10.8,7.6,72.9,88.9,72.9,Los Angeles,2020
211,06037127102.0,16.9,24.1,4.2,9.4,4.7,5.8,10.9,29.9,2.8,29.8,2.8,18.0,16.4,25.8,38.6,16.1,14.7,22.9,67.2,81.5,53.0,Los Angeles,2020
212,06037127103.0,16.9,24.2,4.1,9.4,4.5,5.6,10.6,30.1,2.7,30.9,2.7,18.6,15.9,24.4,38.6,16.2,14.7,20.2,67.3,81.3,54.6,Los Angeles,2020
213,06037127104.0,20.1,25.9,4.9,9.6,5.9,6.9,12.4,31.9,3.2,30.7,3.4,17.0,16.8,26.2,38.5,16.6,16.4,19.9,68.9,83.2,53.2,Los Angeles,2020
214,06037127210.0,18.5,26.1,4.6,9.2,5.4,6.1,12.2,31.3,3.1,30.2,3.2,17.0,16.0,26.6,38.8,15.8,15.5,21.8,68.6,82.1,52.4,Los Angeles,2020
215,06037127220.0,18.7,27.2,4.9,9.0,5.7,6.0,12.5,32.7,3.1,29.0,3.2,16.8,14.7,26.3,37.7,15.1,15.1,22.5,69.0,82.5,54.3,Los Angeles,2020
216,06037127300.0,18.2,24.7,5.1,8.9,4.9,5.4,10.4,30.6,2.7,27.1,2.9,18.1,13.7,21.9,37.2,14.1,13.1,16.8,69.6,84.8,60.4,Los Angeles,2020
217,06037127400.0,15.5,23.7,3.8,9.1,4.1,5.1,10.3,29.4,2.5,30.1,2.5,19.0,15.7,25.5,38.7,15.8,14.1,23.8,66.3,80.9,53.8,Los Angeles,2020
218,06037127520.0,15.4,23.5,3.1,10.0,4.6,6.1,11.9,28.9,2.9,33.5,2.9,17.6,20.0,32.0,41.1,19.5,17.8,32.4,63.9,76.7,42.3,Los Angeles,2020
219,06037127603.0,17.8,25.0,3.8,9.7,5.5,6.6,13.1,30.3,3.2,34.0,3.3,17.2,18.6,30.4,40.6,18.4,17.9,26.7,66.5,80.4,45.7,Los Angeles,2020
220,06037127604.0,21.5,28.6,5.8,9.6,6.8,7.4,12.8,33.2,3.5,29.9,3.9,16.1,16.2,26.8,37.8,15.8,16.2,21.5,70.0,83.4,52.5,Los Angeles,2020
221,06037127605.0,16.0,23.3,3.4,9.6,4.6,5.9,11.5,28.4,2.9,33.5,2.8,17.9,18.7,29.3,40.8,18.3,16.6,26.8,65.5,78.8,45.9,Los Angeles,2020
222,06037127606.0,16.3,23.6,4.4,8.7,4.2,4.9,9.7,29.7,2.5,27.9,2.5,19.0,14.0,22.0,37.2,14.2,12.7,18.5,68.0,83.6,59.9,Los Angeles,2020
223,06037127711.0,17.2,24.6,4.9,8.6,4.6,5.1,9.7,30.8,2.6,27.4,2.6,19.1,12.9,20.5,36.1,13.6,12.6,16.6,68.7,83.6,62.1,Los Angeles,2020
224,06037127712.0,18.0,24.8,4.4,9.2,5.0,6.1,11.2,30.4,2.8,30.7,3.0,18.1,16.1,25.2,38.8,15.8,15.0,20.7,67.9,82.5,53.8,Los Angeles,2020
225,06037127803.0,20.9,28.6,5.4,9.1,6.7,7.0,13.7,33.6,3.6,30.8,3.8,16.1,15.6,28.5,38.0,15.8,16.9,23.4,69.5,82.6,51.3,Los Angeles,2020
226,06037127804.0,17.6,25.1,4.6,9.0,4.6,5.4,10.6,31.2,2.7,28.1,2.7,17.9,14.5,22.4,37.6,14.5,13.6,17.0,68.9,83.5,59.0,Los Angeles,2020
227,06037127805.0,21.5,29.3,6.2,9.0,6.6,6.8,12.3,34.2,3.4,27.9,3.8,16.7,14.0,26.1,36.2,14.6,15.3,21.5,70.3,83.8,56.4,Los Angeles,2020
228,06037127806.0,18.6,26.3,4.3,9.7,5.6,6.8,12.8,31.8,3.2,31.9,3.3,17.1,18.1,28.1,39.6,17.4,17.0,23.3,67.4,80.8,48.9,Los Angeles,2020
229,06037127910.0,18.7,25.9,4.6,9.4,5.6,6.5,12.1,31.0,3.2,31.3,3.3,17.4,16.6,27.8,38.8,16.6,16.2,24.7,67.6,81.7,50.5,Los Angeles,2020
230,06037127920.0,18.8,25.5,4.9,9.1,5.3,6.1,11.2,31.6,2.9,29.6,3.0,18.3,15.2,23.6,37.5,15.3,14.6,18.6,68.6,83.3,57.2,Los Angeles,2020
231,06037128101.0,18.8,24.3,5.0,9.2,4.9,5.9,10.2,31.0,2.7,28.9,2.8,18.7,14.9,22.0,37.0,14.9,13.8,16.4,68.9,84.2,59.8,Los Angeles,2020
232,06037128102.0,17.3,25.3,4.0,9.6,4.9,6.1,11.7,30.8,2.9,31.8,2.9,17.9,17.3,27.3,39.8,17.1,16.0,23.9,66.9,80.5,50.4,Los Angeles,2020
233,06037128210.0,17.7,26.4,3.4,10.5,5.6,7.2,13.7,31.2,3.4,36.0,3.4,16.7,21.3,33.7,41.6,20.8,20.0,31.1,65.2,76.4,40.2,Los Angeles,2020
234,06037128220.0,20.7,25.8,5.1,9.9,5.9,7.4,11.8,31.9,3.2,31.3,3.4,17.4,17.5,24.8,38.0,16.7,16.3,17.8,68.7,83.1,54.0,Los Angeles,2020
235,06037128302.0,16.7,24.2,3.8,9.6,5.0,6.0,12.0,29.8,3.0,32.5,3.0,18.2,17.8,28.7,39.3,17.3,16.2,27.2,65.7,80.1,47.8,Los Angeles,2020
236,06037128303.0,15.4,24.3,3.1,9.6,4.9,6.0,12.2,29.4,3.0,34.2,2.9,18.3,19.7,32.1,40.7,19.0,17.7,33.1,63.5,76.3,41.8,Los Angeles,2020
237,06037128400.0,17.6,23.2,5.5,8.3,4.1,4.5,8.4,30.3,2.3,25.4,2.3,19.9,11.5,16.9,34.6,12.1,10.8,11.2,70.1,86.6,69.4,Los Angeles,2020
238,06037128500.0,20.1,25.1,6.7,8.5,4.9,5.1,8.6,31.7,2.6,24.2,2.7,18.8,11.2,16.0,33.8,11.8,10.9,8.9,71.9,87.6,70.5,Los Angeles,2020
239,06037128601.0,17.9,24.7,4.8,9.2,4.6,5.6,9.7,30.7,2.6,28.8,2.7,19.2,14.7,21.2,36.8,14.8,13.2,16.1,68.5,83.1,60.1,Los Angeles,2020
240,06037128602.0,20.7,24.9,6.6,8.8,5.0,5.6,8.9,32.2,2.6,24.9,2.8,19.0,12.3,16.9,34.0,12.5,11.7,9.6,71.5,87.8,69.5,Los Angeles,2020
241,06037128702.0,19.1,23.7,6.8,8.2,4.4,4.4,7.5,30.5,2.3,22.7,2.4,19.5,9.7,13.9,32.8,11.0,9.6,7.6,72.1,88.2,74.3,Los Angeles,2020
242,06037128801.0,15.9,21.1,5.2,8.3,3.5,3.9,6.7,27.6,2.0,23.3,2.0,21.1,10.8,13.8,34.6,11.7,9.2,8.2,69.7,86.1,71.8,Los Angeles,2020
243,06037128802.0,17.1,21.6,6.4,7.7,3.8,3.7,6.5,28.5,2.1,21.5,2.1,20.2,8.6,12.8,32.2,10.0,8.4,7.4,71.3,88.5,76.1,Los Angeles,2020
244,06037128910.0,16.8,21.4,5.7,8.3,3.7,3.9,6.8,28.6,2.1,22.9,2.1,20.8,10.1,13.5,33.5,11.2,9.1,7.6,70.4,87.5,73.8,Los Angeles,2020
245,06037131010.0,16.2,23.5,4.2,8.8,4.4,5.1,10.3,29.8,2.5,27.1,2.6,18.0,14.4,23.5,38.2,14.8,13.2,19.1,68.1,82.3,57.2,Los Angeles,2020
246,06037131020.0,16.8,24.7,4.5,8.6,4.5,5.1,10.6,31.2,2.6,27.8,2.6,18.3,13.9,23.5,37.6,14.4,13.5,19.7,68.2,83.0,58.8,Los Angeles,2020
247,06037131100.0,20.2,24.8,6.0,8.7,5.4,5.9,10.5,31.5,2.9,27.0,3.0,18.1,13.3,20.9,35.7,13.3,13.2,14.7,70.5,86.7,63.0,Los Angeles,2020
248,06037131200.0,20.4,26.3,6.1,8.6,5.3,5.6,10.4,33.0,2.8,25.9,3.0,17.5,12.3,19.6,35.7,12.8,12.8,12.5,71.6,86.8,65.6,Los Angeles,2020
249,06037131300.0,17.9,25.3,4.9,8.3,5.0,5.3,11.4,32.0,2.8,27.3,2.8,17.4,13.0,23.5,36.7,13.6,13.4,19.2,69.4,84.3,59.5,Los Angeles,2020
250,06037131400.0,17.9,25.0,5.0,8.6,4.8,5.2,10.4,31.1,2.7,26.1,2.8,17.6,13.1,21.7,37.0,13.5,12.8,16.0,69.9,84.8,61.4,Los Angeles,2020
251,06037131600.0,18.4,24.3,5.1,8.7,5.0,5.7,10.8,31.3,2.7,26.7,2.9,18.0,14.0,23.3,37.0,14.3,13.8,18.8,69.0,84.8,59.5,Los Angeles,2020
252,06037131701.0,19.6,26.8,5.2,8.9,5.2,5.8,11.5,33.0,2.8,26.7,3.0,16.5,14.0,22.3,37.9,13.9,13.7,14.8,70.8,85.2,60.1,Los Angeles,2020
253,06037131702.0,18.2,26.2,5.1,8.6,4.9,5.3,10.6,32.3,2.7,26.8,2.8,17.8,13.0,22.0,36.8,13.6,13.0,17.4,69.7,84.2,61.4,Los Angeles,2020
254,06037131800.0,17.9,25.3,5.0,8.5,4.9,5.4,10.8,31.9,2.7,26.5,2.8,17.6,13.4,23.0,36.9,13.5,13.1,18.5,69.2,84.3,59.9,Los Angeles,2020
255,06037131900.0,18.1,24.8,5.3,8.4,4.5,5.0,9.8,31.7,2.5,26.4,2.5,18.9,12.4,19.5,35.9,12.9,12.0,14.6,69.9,85.7,65.2,Los Angeles,2020
256,06037132001.0,19.9,25.3,6.2,8.5,4.9,5.2,9.5,32.3,2.6,25.3,2.7,18.6,11.6,17.7,34.7,12.3,11.7,11.1,71.5,87.4,68.7,Los Angeles,2020
257,06037132002.0,20.0,26.0,5.9,8.7,5.3,5.9,10.2,32.8,2.8,26.4,2.9,18.0,13.2,20.4,35.3,13.4,13.1,13.9,70.6,86.2,64.1,Los Angeles,2020
258,06037132101.0,15.3,22.2,4.7,8.1,3.7,4.0,8.2,28.7,2.2,25.2,2.1,19.9,11.3,17.7,35.3,12.2,10.4,14.1,69.0,84.9,67.2,Los Angeles,2020
259,06037132102.0,19.0,25.8,5.5,8.6,5.1,5.5,10.4,32.3,2.7,26.5,2.9,17.7,13.0,20.9,36.0,13.3,12.9,15.2,70.4,85.7,63.0,Los Angeles,2020
260,06037132300.0,19.4,26.3,5.3,8.9,5.7,6.1,11.8,32.2,3.1,28.2,3.3,17.0,14.4,24.3,37.5,14.8,14.7,18.8,69.6,83.5,56.8,Los Angeles,2020
261,06037132501.0,23.6,29.4,7.3,8.9,7.0,7.2,12.1,34.3,3.5,26.0,4.0,15.6,13.6,25.8,35.6,13.8,15.2,19.0,71.8,85.8,58.2,Los Angeles,2020
262,06037132502.0,22.0,28.6,6.2,9.2,6.1,6.8,11.8,34.5,3.2,27.6,3.5,16.6,14.4,23.3,36.2,14.4,14.7,15.4,71.2,84.9,59.9,Los Angeles,2020
263,06037132700.0,18.0,25.6,5.0,8.8,4.9,5.5,10.5,31.8,2.7,28.2,2.8,18.6,13.9,23.0,36.5,14.3,13.6,19.5,68.6,83.2,59.4,Los Angeles,2020
264,06037132900.0,21.9,26.9,6.7,9.0,5.6,6.2,10.0,33.8,2.8,25.4,3.1,18.0,13.1,18.8,34.8,13.2,12.8,10.8,71.8,86.9,66.6,Los Angeles,2020
265,06037133000.0,19.2,25.3,5.4,8.6,5.4,5.7,11.4,31.9,2.9,27.5,3.0,17.3,13.5,23.2,36.9,13.8,13.8,18.0,70.0,85.5,59.9,Los Angeles,2020
266,06037133100.0,23.8,29.5,7.8,8.8,7.0,6.8,11.2,34.7,3.4,24.7,3.8,16.2,12.2,21.6,34.1,12.9,13.8,14.0,73.0,86.4,63.9,Los Angeles,2020
